θ_0,θ_1,Population,Price
-3.90,1.19,104.610536082474,121.16889060023037
-3.90,1.19,104.82912371133997,121.42967299567111
-3.90,1.19,105.04771134020595,121.69045539111185
-3.90,1.19,105.26629896907193,121.9512377865526
-3.90,1.19,105.4848865979379,122.21202018199332
-3.90,1.19,105.70347422680388,122.47280257743407
-3.90,1.19,105.92206185566985,122.73358497287481
-3.90,1.19,106.14064948453583,122.99436736831555
-3.90,1.19,106.3592371134018,123.25514976375628
-3.90,1.19,106.57782474226778,123.51593215919702
-3.90,1.19,106.79641237113375,123.77671455463776
-3.90,1.19,107.01499999999973,124.03749695007849
-3.90,1.19,107.2335876288657,124.29827934551923
-3.90,1.19,107.45217525773168,124.55906174095998
-3.90,1.19,107.67076288659766,124.81984413640072
-3.90,1.19,107.88935051546363,125.08062653184145
-3.90,1.19,108.10793814432961,125.34140892728219
-3.90,1.19,108.32652577319558,125.60219132272293
-3.90,1.19,108.54511340206156,125.86297371816367
-3.90,1.19,108.76370103092754,126.1237561136044
-3.90,1.19,108.98228865979351,126.38453850904514
-3.90,1.19,109.20087628865949,126.64532090448589
-3.90,1.19,109.41946391752546,126.90610329992663
-3.90,1.19,109.63805154639144,127.16688569536736
-3.90,1.19,109.85663917525741,127.4276680908081
-3.90,1.19,110.07522680412339,127.68845048624884
-3.90,1.19,110.29381443298936,127.94923288168958
-3.90,1.19,110.51240206185534,128.2100152771303
-3.90,1.19,110.73098969072132,128.47079767257105
-3.90,1.19,110.94957731958729,128.7315800680118
-3.90,1.19,111.16816494845327,128.99236246345254
-3.90,1.19,111.38675257731924,129.25314485889328
-3.90,1.19,111.60534020618522,129.51392725433402
-3.90,1.19,111.8239278350512,129.77470964977473
-3.90,1.19,112.04251546391717,130.03549204521548
-3.90,1.19,112.26110309278315,130.29627444065622
-3.90,1.19,112.47969072164912,130.55705683609696
-3.90,1.19,112.6982783505151,130.8178392315377
-3.90,1.19,112.91686597938107,131.07862162697845
-3.90,1.19,113.13545360824705,131.3394040224192
-3.90,1.19,113.35404123711302,131.60018641785993
-3.90,1.19,113.572628865979,131.86096881330064
-3.90,1.19,113.79121649484497,132.1217512087414
-3.90,1.19,114.00980412371095,132.38253360418213
-3.90,1.19,114.22839175257693,132.64331599962287
-3.90,1.19,114.4469793814429,132.9040983950636
-3.90,1.19,114.66556701030888,133.16488079050436
-3.90,1.19,114.88415463917485,133.4256631859451
-3.90,1.19,115.10274226804083,133.6864455813858
-3.90,1.19,115.3213298969068,133.94722797682655
-3.90,1.19,115.53991752577278,134.2080103722673
-3.90,1.19,115.75850515463875,134.46879276770804
-3.90,1.19,115.97709278350473,134.72957516314878
-3.90,1.19,116.1956804123707,134.99035755858952
-3.90,1.19,116.41426804123668,135.25113995403026
-3.90,1.19,116.63285567010266,135.511922349471
-3.90,1.19,116.85144329896863,135.77270474491172
-3.90,1.19,117.07003092783461,136.03348714035246
-3.90,1.19,117.28861855670058,136.2942695357932
-3.90,1.19,117.50720618556656,136.55505193123395
-3.90,1.19,117.72579381443254,136.8158343266747
-3.90,1.19,117.94438144329851,137.07661672211543
-3.90,1.19,118.16296907216449,137.33739911755617
-3.90,1.19,118.38155670103046,137.59818151299692
-3.90,1.19,118.60014432989644,137.85896390843763
-3.90,1.19,118.81873195876241,138.11974630387837
-3.90,1.19,119.03731958762839,138.38052869931911
-3.90,1.19,119.25590721649436,138.64131109475986
-3.90,1.19,119.47449484536034,138.9020934902006
-3.90,1.19,119.69308247422632,139.16287588564134
-3.90,1.19,119.91167010309229,139.42365828108208
-3.90,1.19,120.13025773195827,139.68444067652283
-3.90,1.19,120.34884536082424,139.94522307196354
-3.90,1.19,120.56743298969022,140.20600546740428
-3.90,1.19,120.7860206185562,140.46678786284502
-3.90,1.19,121.00460824742217,140.72757025828577
-3.90,1.19,121.22319587628814,140.9883526537265
-3.90,1.19,121.44178350515412,141.24913504916725
-3.90,1.19,121.6603711340201,141.509917444608
-3.90,1.19,121.87895876288607,141.7706998400487
-3.90,1.19,122.09754639175205,142.03148223548945
-3.90,1.19,122.31613402061802,142.2922646309302
-3.90,1.19,122.534721649484,142.55304702637093
-3.90,1.19,122.75330927834997,142.81382942181168
-3.90,1.19,122.97189690721595,143.07461181725242
-3.90,1.19,123.19048453608193,143.33539421269316
-3.90,1.19,123.4090721649479,143.5961766081339
-3.90,1.19,123.62765979381388,143.85695900357462
-3.90,1.19,123.84624742267985,144.11774139901536
-3.90,1.19,124.06483505154583,144.3785237944561
-3.90,1.19,124.2834226804118,144.63930618989684
-3.90,1.19,124.50201030927778,144.90008858533758
-3.90,1.19,124.72059793814375,145.16087098077833
-3.90,1.19,124.93918556700973,145.42165337621907
-3.90,1.19,125.1577731958757,145.6824357716598
-3.90,1.19,125.37636082474168,145.94321816710053
-3.90,1.19,125.59494845360766,146.20400056254127
-3.90,1.19,125.81353608247363,146.464782957982
-3.90,1.19,126.03212371133961,146.72556535342275
-3.90,1.19,126.25071134020558,146.9863477488635
-3.90,1.19,126.46929896907156,147.24713014430424
-3.90,1.19,126.68788659793753,147.50791253974498
-3.90,1.19,126.90647422680351,147.76869493518572
-3.90,1.19,127.12506185566949,148.02947733062643
-3.90,1.19,127.34364948453546,148.29025972606718
-3.90,1.19,127.56223711340144,148.55104212150792
-3.90,1.19,127.78082474226741,148.81182451694866
-3.90,1.19,127.99941237113339,149.0726069123894
-3.90,1.19,128.21799999999936,149.33338930783015
-3.90,1.19,128.43658762886534,149.5941717032709
-3.90,1.19,128.65517525773132,149.8549540987116
-3.90,1.19,128.8737628865973,150.11573649415234
-3.90,1.19,129.09235051546327,150.3765188895931
-3.90,1.19,129.31093814432924,150.63730128503383
-3.90,1.19,129.52952577319522,150.89808368047457
-3.90,1.19,129.7481134020612,151.1588660759153
-3.90,1.19,129.96670103092717,151.41964847135606
-3.90,1.19,130.18528865979314,151.6804308667968
-3.90,1.19,130.40387628865912,151.9412132622375
-3.90,1.19,130.6224639175251,152.20199565767825
-3.90,1.19,130.84105154639107,152.462778053119
-3.90,1.19,131.05963917525705,152.72356044855974
-3.90,1.19,131.27822680412302,152.98434284400048
-3.90,1.19,131.496814432989,153.24512523944122
-3.90,1.19,131.71540206185497,153.50590763488196
-3.90,1.19,131.93398969072095,153.7666900303227
-3.90,1.19,132.15257731958692,154.02747242576342
-3.90,1.19,132.3711649484529,154.28825482120416
-3.90,1.19,132.58975257731888,154.5490372166449
-3.90,1.19,132.80834020618485,154.80981961208565
-3.90,1.19,133.02692783505083,155.0706020075264
-3.90,1.19,133.2455154639168,155.33138440296713
-3.90,1.19,133.46410309278278,155.59216679840787
-3.90,1.19,133.68269072164875,155.85294919384862
-3.90,1.19,133.90127835051473,156.11373158928933
-3.90,1.19,134.1198659793807,156.37451398473007
-3.90,1.19,134.33845360824668,156.63529638017081
-3.90,1.19,134.55704123711266,156.89607877561156
-3.90,1.19,134.77562886597863,157.1568611710523
-3.90,1.19,134.9942164948446,157.41764356649304
-3.90,1.19,135.21280412371058,157.67842596193378
-3.90,1.19,135.43139175257656,157.9392083573745
-3.90,1.19,135.64997938144253,158.19999075281524
-3.90,1.19,135.8685670103085,158.46077314825598
-3.90,1.19,136.08715463917449,158.72155554369672
-3.90,1.19,136.30574226804046,158.98233793913747
-3.90,1.19,136.52432989690644,159.2431203345782
-3.90,1.19,136.7429175257724,159.50390273001895
-3.90,1.19,136.9615051546384,159.7646851254597
-3.90,1.19,137.18009278350436,160.0254675209004
-3.90,1.19,137.39868041237034,160.28624991634115
-3.90,1.19,137.61726804123631,160.5470323117819
-3.90,1.19,137.8358556701023,160.80781470722263
-3.90,1.19,138.05444329896827,161.06859710266338
-3.90,1.19,138.27303092783424,161.32937949810412
-3.90,1.19,138.49161855670022,161.59016189354486
-3.90,1.19,138.7102061855662,161.8509442889856
-3.90,1.19,138.92879381443217,162.11172668442632
-3.90,1.19,139.14738144329814,162.37250907986706
-3.90,1.19,139.36596907216412,162.6332914753078
-3.90,1.19,139.5845567010301,162.89407387074854
-3.90,1.19,139.80314432989607,163.15485626618928
-3.90,1.19,140.02173195876205,163.41563866163003
-3.90,1.19,140.24031958762802,163.67642105707077
-3.90,1.19,140.458907216494,163.9372034525115
-3.90,1.19,140.67749484535997,164.19798584795222
-3.90,1.19,140.89608247422595,164.45876824339297
-3.90,1.19,141.11467010309192,164.7195506388337
-3.90,1.19,141.3332577319579,164.98033303427445
-3.90,1.19,141.55184536082388,165.2411154297152
-3.90,1.19,141.77043298968985,165.50189782515594
-3.90,1.19,141.98902061855583,165.76268022059668
-3.90,1.19,142.2076082474218,166.0234626160374
-3.90,1.19,142.42619587628778,166.28424501147813
-3.90,1.19,142.64478350515375,166.54502740691888
-3.90,1.19,142.86337113401973,166.80580980235962
-3.90,1.19,143.0819587628857,167.06659219780036
-3.90,1.19,143.30054639175168,167.3273745932411
-3.90,1.19,143.51913402061766,167.58815698868185
-3.90,1.19,143.73772164948363,167.8489393841226
-3.90,1.19,143.9563092783496,168.1097217795633
